qid,variable,start_time,end_time,min_lat,max_lat,min_lon,max_lon,spatial_resolution,temporal_resolution,aggregation,time_span,area_persent,category
24,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,12,27,51,76,0.25,year,min,5.0,25,changing_area
25,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,14,29,-76,-51,0.25,year,max,5.0,25,changing_area
26,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-4,11,21,46,0.25,year,mean,5.0,25,changing_area
27,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,13,38,-160,-130,0.25,year,min,5.0,50,changing_area
28,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-9,16,-128,-98,0.25,year,max,5.0,50,changing_area
29,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,55,80,-3,27,0.25,year,mean,5.0,50,changing_area
30,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,8,33,56,116,0.25,year,min,5.0,100,changing_area
31,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-2,23,-44,16,0.25,year,max,5.0,100,changing_area
32,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,1,26,65,125,0.25,year,mean,5.0,100,changing_area
33,2m_temperature,2014-01-01 00:00:00,2014-12-31 23:00:00,-89,-64,-96,-36,0.25,year,min,1.0,100,changing_time
34,2m_temperature,2014-01-01 00:00:00,2014-12-31 23:00:00,13,38,88,148,0.25,year,max,1.0,100,changing_time
35,2m_temperature,2019-01-01 00:00:00,2019-12-31 23:00:00,30,55,6,66,0.25,year,mean,1.0,100,changing_time
36,2m_temperature,2018-01-01 00:00:00,2020-06-30 23:00:00,12,37,86,146,0.25,year,min,2.5,100,changing_time
37,2m_temperature,2018-01-01 00:00:00,2020-06-30 23:00:00,9,34,-161,-101,0.25,year,max,2.5,100,changing_time
38,2m_temperature,2016-01-01 00:00:00,2018-06-30 23:00:00,-58,-33,-31,29,0.25,year,mean,2.5,100,changing_time
39,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,41,66,32,92,0.25,year,min,5.0,100,changing_time
40,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,38,63,15,75,0.25,year,max,5.0,100,changing_time
41,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,-61,-36,102,162,0.25,year,mean,5.0,100,changing_time
42,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-70,-67,23,28,1.0,hour,min,5.0,1,changing_area
43,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,72,75,80,85,1.0,hour,max,5.0,1,changing_area
44,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-80,-77,14,19,1.0,hour,mean,5.0,1,changing_area
45,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,59,74,145,170,1.0,hour,min,5.0,25,changing_area
46,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,17,32,-133,-108,1.0,hour,max,5.0,25,changing_area
47,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-52,-37,-88,-63,1.0,hour,mean,5.0,25,changing_area
48,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,-56,-31,-138,-108,1.0,hour,min,5.0,50,changing_area
49,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,34,59,-132,-102,1.0,hour,max,5.0,50,changing_area
50,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-85,-60,117,147,1.0,hour,mean,5.0,50,changing_area
51,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,29,54,-153,-93,1.0,hour,min,5.0,100,changing_area
52,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-54,-29,-84,-24,1.0,hour,max,5.0,100,changing_area
53,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-3,22,-62,-2,1.0,hour,mean,5.0,100,changing_area
54,2m_temperature,2014-01-01 00:00:00,2014-12-31 23:00:00,19,44,-17,43,1.0,hour,min,1.0,100,changing_time
55,2m_temperature,2016-01-01 00:00:00,2016-12-31 23:00:00,-37,-12,-23,37,1.0,hour,max,1.0,100,changing_time
56,2m_temperature,2016-01-01 00:00:00,2016-12-31 23:00:00,25,50,3,63,1.0,hour,mean,1.0,100,changing_time
57,2m_temperature,2014-01-01 00:00:00,2016-06-30 23:00:00,56,81,102,162,1.0,hour,min,2.5,100,changing_time
58,2m_temperature,2015-01-01 00:00:00,2017-06-30 23:00:00,-90,-65,111,171,1.0,hour,max,2.5,100,changing_time
59,2m_temperature,2016-01-01 00:00:00,2018-06-30 23:00:00,58,83,-88,-28,1.0,hour,mean,2.5,100,changing_time
60,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,-26,-1,-115,-55,1.0,hour,min,5.0,100,changing_time
61,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,-41,-16,61,121,1.0,hour,max,5.0,100,changing_time
62,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,45,70,-50,10,1.0,hour,mean,5.0,100,changing_time
63,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,53,56,-122,-117,1.0,year,min,5.0,1,changing_area
64,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-88,-85,12,17,1.0,year,max,5.0,1,changing_area
65,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,47,50,47,52,1.0,year,mean,5.0,1,changing_area
66,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,-14,1,152,177,1.0,year,min,5.0,25,changing_area
67,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,-62,-47,-75,-50,1.0,year,max,5.0,25,changing_area
68,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,64,79,-43,-18,1.0,year,mean,5.0,25,changing_area
69,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,38,63,26,56,1.0,year,min,5.0,50,changing_area
70,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,42,67,92,122,1.0,year,max,5.0,50,changing_area
71,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,9,34,-40,-10,1.0,year,mean,5.0,50,changing_area
72,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,56,81,-140,-80,1.0,year,min,5.0,100,changing_area
73,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,61,86,-110,-50,1.0,year,max,5.0,100,changing_area
74,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,-52,-27,-4,56,1.0,year,mean,5.0,100,changing_area
75,2m_temperature,2014-01-01 00:00:00,2014-12-31 23:00:00,-86,-61,-21,39,1.0,year,min,1.0,100,changing_time
76,2m_temperature,2016-01-01 00:00:00,2016-12-31 23:00:00,-56,-31,4,64,1.0,year,max,1.0,100,changing_time
77,2m_temperature,2015-01-01 00:00:00,2015-12-31 23:00:00,-79,-54,82,142,1.0,year,mean,1.0,100,changing_time
78,2m_temperature,2015-01-01 00:00:00,2017-06-30 23:00:00,-59,-34,114,174,1.0,year,min,2.5,100,changing_time
79,2m_temperature,2017-01-01 00:00:00,2019-06-30 23:00:00,-42,-17,-171,-111,1.0,year,max,2.5,100,changing_time
80,2m_temperature,2015-01-01 00:00:00,2017-06-30 23:00:00,36,61,9,69,1.0,year,mean,2.5,100,changing_time
81,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,57,82,-1,59,1.0,year,min,5.0,100,changing_time
82,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,54,79,73,133,1.0,year,max,5.0,100,changing_time
83,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,56,81,-152,-92,1.0,year,mean,5.0,100,changing_time
84,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,-51,-26,-81,-21,0.25,hour,min,5.0,100,changing_resolution
85,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,5,30,-84,-24,0.25,hour,max,5.0,100,changing_resolution
86,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,-20,5,-15,45,0.25,hour,mean,5.0,100,changing_resolution
87,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-79,-54,40,100,0.5,hour,min,5.0,100,changing_resolution
88,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,-76,-51,34,94,0.5,hour,max,5.0,100,changing_resolution
89,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-77,-52,-36,24,0.5,hour,mean,5.0,100,changing_resolution
90,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,49,74,-168,-108,1.0,hour,min,5.0,100,changing_resolution
91,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,-80,-55,-50,10,1.0,hour,max,5.0,100,changing_resolution
92,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,-38,-13,-34,26,1.0,hour,mean,5.0,100,changing_resolution
93,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-31,-6,-170,-110,0.25,day,min,5.0,100,changing_resolution
94,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-62,-37,42,102,0.25,day,max,5.0,100,changing_resolution
95,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,-25,0,-166,-106,0.25,day,mean,5.0,100,changing_resolution
96,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,-3,22,-62,-2,0.5,day,min,5.0,100,changing_resolution
97,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,-75,-50,23,83,0.5,day,max,5.0,100,changing_resolution
98,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,-69,-44,-119,-59,0.5,day,mean,5.0,100,changing_resolution
99,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-62,-37,34,94,1.0,day,min,5.0,100,changing_resolution
100,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-81,-56,-141,-81,1.0,day,max,5.0,100,changing_resolution
101,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,-66,-41,29,89,1.0,day,mean,5.0,100,changing_resolution
102,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-80,-55,3,63,0.25,month,min,5.0,100,changing_resolution
103,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-54,-29,-22,38,0.25,month,max,5.0,100,changing_resolution
104,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,11,36,-81,-21,0.25,month,mean,5.0,100,changing_resolution
105,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-54,-29,-53,7,0.5,month,min,5.0,100,changing_resolution
106,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-78,-53,-128,-68,0.5,month,max,5.0,100,changing_resolution
107,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-53,-28,36,96,0.5,month,mean,5.0,100,changing_resolution
108,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-17,8,100,160,1.0,month,min,5.0,100,changing_resolution
109,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-1,24,59,119,1.0,month,max,5.0,100,changing_resolution
110,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,31,56,27,87,1.0,month,mean,5.0,100,changing_resolution
111,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,-11,14,46,106,0.25,year,min,5.0,100,changing_resolution
112,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,-23,2,-175,-115,0.25,year,max,5.0,100,changing_resolution
113,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,62,87,-98,-38,0.25,year,mean,5.0,100,changing_resolution
114,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-90,-65,108,168,0.5,year,min,5.0,100,changing_resolution
115,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,-47,-22,-90,-30,0.5,year,max,5.0,100,changing_resolution
116,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-52,-27,94,154,0.5,year,mean,5.0,100,changing_resolution
117,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,46,71,-136,-76,1.0,year,min,5.0,100,changing_resolution
118,2m_temperature,2015-01-01 00:00:00,2019-12-31 23:00:00,-75,-50,-122,-62,1.0,year,max,5.0,100,changing_resolution
119,2m_temperature,2014-01-01 00:00:00,2018-12-31 23:00:00,-88,-63,-22,38,1.0,year,mean,5.0,100,changing_resolution
